,heatmap_bacteria,heatmap_bacteria_smooth
0,0.006256523777707122,0.28365987248804186
1,0.7472268830003329,0.3039797926003966
2,0.7403041457708018,0.3248494997018736
3,0.47460231178315304,0.346189429665292
4,0.5318073946972218,0.3679159563792329
5,0.42789798537279394,0.3899420216984162
6,0.3996795848636317,0.4121778002764425
7,0.5140888139265806,0.43453139302676747
8,0.641078584295255,0.45690954264209255
9,0.41783992040474166,0.47921836435583615
10,0.5699859129733433,0.5013640849547802
11,0.4078836135635138,0.523253782951469
12,0.4303830357270777,0.5447961227996161
13,0.4624922420619688,0.5659020760860614
14,0.44800043048806615,0.5864856227581741
15,0.5117421014461933,0.6064644256447029
16,0.5716599523772388,0.62576047179874
17,0.5997318963571461,0.6443006745307089
18,0.6760467230924309,0.6620174304033593
19,0.753851578012627,0.6788491259251624
20,0.720804545393456,0.6947405891980919
21,0.7460120943308226,0.7096434823447684
22,0.6670854495819424,0.7235166311520377
23,0.7436390091004236,0.7363262890164068
24,0.8047496457251574,0.748046332954226
25,0.694629329485873,0.7586583901385502
26,0.8197506720297684,0.7681518941375289
27,0.7043278388172997,0.7765240707480711
28,0.9176740158599813,0.7837798540355402
29,0.7997400119554243,0.7899317338974726
30,0.9052639608088558,0.7949995371590536
31,0.7830741629096222,0.7990101448728745
32,0.7538774080039462,0.8019971491280944
33,1.0,0.8040004532678138
34,0.839899639412191,0.8050658199618682
35,0.8203216435487045,0.8052443720796291
36,0.78082656315209,0.804592051748567
37,0.7750514253012097,0.8031690433647958
38,0.8479995311200519,0.8010391666377683
39,0.719151415649818,0.7982692459997053
40,0.7946194865971425,0.794928462888941
41,0.7513144820580254,0.7910876975237041
42,0.8187946722374637,0.7868188668182845
43,0.8289628220710619,0.7821942650572585
44,0.715002158768048,0.7772859138364138
45,0.6621307778142856,0.7721649276030661
46,0.7992462146951158,0.7669009008861076
47,0.6151518286223809,0.7615613230006806
48,0.6578451449139705,0.7562110256478292
49,0.6746668904679152,0.7509116684104264
50,0.7623007114082483,0.7457212666783444
51,0.6869378777897496,0.7406937660239429
52,0.7073489195053618,0.7358786664996445
53,0.6222279952433171,0.7313206997492083
