File: effectiveT3_positive_training.faa lines: 174
Id,Description,Score,is Effective
Shigella_flexneri#P18014#,,1.000000000000000,true
Chlamydophila_pneumoniae#Q9Z7Y1#,,1.000000000000000,true
Chlamydophila_pneumoniae#Q9Z8Z8#,,0.999999999999982,true
Pseudomonas_syringae#Q8RP03#,,0.999999999999612,true
Chlamydia_trachomatis#Q3KMQ0#,,0.999999999999301,true
Pseudomonas_syringae#Q7PC42#,,0.999999999999273,true
Escherichia_coli#Q8XC86#,,0.999999999998682,true
Shigella_sonnei#Q3YTK0#,,0.999999999997272,true
Yersinia_pseudotuberculosis#1L2W_I#,,0.999999999994236,true
Escherichia_coli#YP_002328981#,,0.999999999959249,true
Citrobacter_rodentium#YP_003367517#,,0.999999999892771,true
Xanthomonas_axonopodis#AAP34334#,,0.999999999848776,true
Escherichia_coli#Q47184#,,0.999999999803893,true
Edwardsiella_tarda#YP_003294926#,,0.999999999775750,true
Yersinia_pseudotuberculosis#YP_001874613#,,0.999999999581684,true
Arsenophonus_nasoniae#CBA72793#,,0.999999999014668,true
Escherichia_coli#YP_003076800#,,0.999999998956592,true
Pseudomonas_syringae#Q88AB8#,,0.999999998862379,true
Pseudomonas_syringae#Q8RK06#,,0.999999998345510,true
Pseudomonas_syringae#P13835#,,0.999999995000960,true
Citrobacter_rodentium#CBG90573#,,0.999999992487396,true
Pseudomonas_syringae#Q88BF6#,,0.999999987575312,true
Escherichia_coli#BAF45424#,,0.999999987330124,true
Chlamydophila_caviae#Q46210#,,0.999999975808939,true
Pseudomonas_syringae#Q9F3T4#,,0.999999973377672,true
Chlamydia_trachomatis#O84235#,,0.999999967755515,true
Chromobacterium_violaceum#3BO6_A#,,0.999999967487639,true
Pseudomonas_syringae#Q888Y1#,,0.999999957460322,true
Chlamydophila_pneumoniae#Q9Z7W9#,,0.999999946734155,true
Chlamydia_trachomatis#O84236#,,0.999999940625706,true
Pseudomonas_syringae#Q87XS5#,,0.999999930624438,true
Escherichia_coli#BAG66724#,,0.999999912410926,true
Pseudomonas_syringae#Q48DU8#,,0.999999880373745,true
Edwardsiella_tarda#YP_003294925#,,0.999999854398489,true
Burkholderia_pseudomallei#3GQM_A#,,0.999999847700732,true
Pseudomonas_syringae#Q9K2L5#,,0.999999829453709,true
Salmonella_enterica#Q7BVH7#,,0.999999816326277,true
Pseudomonas_syringae#Q87X57#,,0.999999785399876,true
Pseudomonas_syringae#Q6LAD6#,,0.999999576159860,true
Chlamydophila_pneumoniae#Q9Z8P6#,,0.999999282405106,true
Escherichia_coli#BAF96539#,,0.999999199679427,true
Chlamydophila_pneumoniae#Q9Z9F5#,,0.999999184328165,true
Escherichia_coli#YP_003076801#,,0.999999143968767,true
Pseudomonas_syringae#Q87W42#,,0.999998760305520,true
Salmonella_enterica#Q56135#,,0.999998429927847,true
Pseudomonas_syringae#Q9JP32#,,0.999998158678477,true
Chlamydophila_pneumoniae#Q9Z8P7#,,0.999998131565661,true
Pseudomonas_syringae#Q52394#,,0.999997991795340,true
Pseudomonas_aeruginosa#ABD94731#,,0.999997955901223,true
Pseudomonas_syringae#Q886L1#,,0.999997735019687,true
Pseudomonas_syringae#Q87W65#,,0.999996989526013,true
Yersinia_enterocolitica#CAL10029#,,0.999993745118445,true
Aeromonas_hydrophila#ABR13262#,,0.999993204501764,true
Yersinia_pseudotuberculosis#P31498#,,0.999989943302992,true
Salmonella_enterica#CAA12192#,,0.999987241587168,true
Pseudomonas_syringae#Q888Y7#,,0.999986503285873,true
Pseudomonas_syringae#Q7BE94#,,0.999985580821961,true
Citrobacter_rodentium#AAS48168#,,0.999985156172501,true
Pseudomonas_syringae#Q88A09#,,0.999984165859431,true
Escherichia_coli#BAF96541#,,0.999983798307523,true
Ralstonia_solanacearum#BAH47295#,,0.999983666454280,true
Pantoea_stewartii#AAG01467#,,0.999981628982650,true
Pseudomonas_syringae#Q7PC45#,,0.999978562023213,true
Salmonella_enterica#D0ZVG2#,,0.999976686804102,true
Citrobacter_rodentium#AAU95471#,,0.999969708891568,true
Pseudomonas_syringae#Q881L7#,,0.999950492291849,true
Pseudomonas_syringae#Q882F0#,,0.999948861934523,true
Salmonella_enterica#CAA12191#,,0.999945301057532,true
Pseudomonas_syringae#P11437#,,0.999901068588382,true
Salmonella_enterica#Q8VQB5#,,0.999900779930744,true
Salmonella_enterica#O84947#,,0.999866928373817,false
Pseudomonas_syringae#AAP31245#,,0.999855579915666,false
Citrobacter_rodentium#YP_003363979#,,0.999835528441862,false
Ralstonia_solanacearum#BAH47296#,,0.999817090240138,false
Escherichia_coli#BAF52549#,,0.999816727724758,false
Pseudomonas_syringae#Q52430#,,0.999789402480031,false
Yersinia_pestis#NP_857953#,,0.999787754821539,false
Sodalis_glossinidius#AAS66853#,,0.999704543073572,false
Pseudomonas_syringae#ACU65062#,,0.999589967380427,false
Salmonella_enterica#Q5PI48#,,0.999535300334941,false
Sodalis_glossinidius#AAS66851#,,0.999348092948053,false
Pseudomonas_syringae#Q9L6W4#,,0.998930367946777,false
Ralstonia_solanacearum#BAH47294#,,0.998464750379969,false
Escherichia_coli#CAX18729#,,0.998311185197549,false
Salmonella_typhimurium#Q8ZNR3#,,0.997819463706758,false
Salmonella_enterica#Q8ZPA6#,,0.997482910916013,false
Yersinia_enterocolitica#O85239#,,0.997133570579846,false
Pseudomonas_syringae#Q887D0#,,0.996741123520505,false
Pseudomonas_syringae#ACU65060#,,0.994222372382124,false
Salmonella_enterica#ZP_03368310#,,0.992794714715326,false
Salmonella_enterica#Q8Z7R1#,,0.992572594262114,false
Salmonella_enterica#Q8ZQ59#,,0.986666199033963,false
Pseudomonas_syringae#Q9L6W3#,,0.986591906446812,false
Xanthomonas_euvesicatoria#P14727#,,0.984878110551935,false
Aeromonas_hydrophila#AAR26341#,,0.979608176208968,false
Edwardsiella_tarda#AAV69404#,,0.975530394792228,false
Chlamydia_trachomatis#Q3KMQ1#,,0.970805291677464,false
Rhizobium_sp.#P55724#,,0.959270353257817,false
Salmonella_enterica#D0ZIB5#,,0.957966279336814,false
Aeromonas_hydrophila#AAS91821#,,0.956624782515556,false
Salmonella_enterica#Q8ZPD7#,,0.944010591912036,false
Salmonella_enterica#Q56134#,,0.942664662571084,false
Pseudomonas_syringae#Q87WF7#,,0.937208925312281,false
Shigella_flexneri#Q07566#,,0.925738691870238,false
Burkholderia_mallei#A3MCH6#,,0.924563919134795,false
Xanthomonas_campestris#ZP_06489150#,,0.923645534238250,false
Edwardsiella_tarda#AAX76903#,,0.906809547293063,false
Pseudomonas_syringae#Q8RSY1#,,0.861490925569022,false
Salmonella_enterica#3CXB_A#,,0.805565115526258,false
Escherichia_coli#CAM11316#,,0.717110432048668,false
Salmonella_enterica#O06949#,,0.668333882567627,false
Salmonella_typhimurium#P40722#,,0.661176065476640,false
Shigella_flexneri#P18009#,,0.634046226398427,false
Chlamydophila_caviae#O30783#,,0.565377757573006,false
Salmonella_enterica#P74851#,,0.484707495165409,false
Citrobacter_rodentium#CBG91576#,,0.470036501307618,false
Burkholderia_thailandensis#Q2T710#,,0.433586704450386,false
Pseudomonas_syringae#AAF71481#,,0.386354073297217,false
Burkholderia_thailandensis#ZP_02468792#,,0.226285387032650,false
Escherichia_coli#CAX18736#,,0.136432643911648,false
Yersinia_pestis#1HUF_A#,,0.104348786091851,false
Shigella_flexneri#P33546#,,0.087789691664405,false
Salmonella_enterica#ZP_03355405#,,0.040227748989627,false
Pseudomonas_syringae#1R5E_A#,,0.030140506198585,false
Ralstonia_solanacearum#BAH47297#,,0.027852704759684,false
Yersinia_pseudotuberculosis#YP_068456#,,0.016785414239240,false
Pseudomonas_syringae#ACU65043#,,0.007234528801025,false
Chlamydia_trachomatis#CAX11132#,,0.007029782108567,false
Escherichia_coli#CAX18727#,,0.003587263300462,false
Pseudomonas_syringae#Q52530#,,0.003399105758481,false
Salmonella_typhimurium#P40613#,,0.003259387434534,false
Arsenophonus_nasoniae#CBA72798#,,0.002414839932787,false
Salmonella_enterica#Q9AH18#,,0.001946415318299,false
Shigella_flexneri#2J0N_A#,,0.001792215632671,false
Pseudomonas_syringae#Q87W07#,,0.001749846358225,false
Shigella_sonnei#Q3YTY3#,,0.001224470156700,false
Salmonella_enterica#Q57KZ6#,,0.001093201634017,false
Arsenophonus_nasoniae#CBA73375#,,0.000662155955318,false
Ralstonia_solanacearum#BAH47298#,,0.000597987278200,false
Yersinia_pestis#B0A3S4#,,0.000498089631349,false
Pseudomonas_syringae#Q889A9#,,0.000326990928276,false
Arsenophonus_nasoniae#CBA72795#,,0.000273592561673,false
Chlamydia_trachomatis#YP_002887715#,,0.000226142254344,false
Xanthomonas_oryzae#ABG23671#,,0.000173470174956,false
Edwardsiella_tarda#BAE19884#,,0.000120513098738,false
Salmonella_enterica#ZP_02658655#,,0.000102241526714,false
Vibrio_parahaemolyticus#NP_798065#,,0.000069512296061,false
Photorhabdus_luminescens#3GQJ_A#,,0.000068729167202,false
Chlamydia_trachomatis#Q9RPQ1#,,0.000040432560454,false
Escherichia_coli#YP_003232132#,,0.000027647303992,false
Escherichia_coli#BAF96540#,,0.000024235797854,false
Ralstonia_solanacearum#BAH47300#,,0.000019023167371,false
Salmonella_enterica#1JYO_E#,,0.000011742940730,false
Pseudomonas_syringae#Q87W46#,,0.000004667209683,false
Salmonella_enterica#3G06_A#,,0.000003148167795,false
Chlamydia_trachomatis#O84118#,,0.000001192930942,false
Salmonella_enterica#Q9RER2#,,0.000000875735483,false
Escherichia_coli#3EFY_A#,,0.000000756227550,false
Escherichia_coli#ACT72390#,,0.000000333506501,false
Chlamydia_trachomatis#O84119#,,0.000000254802712,false
Escherichia_coli#ACT73694#,,0.000000098682489,false
Pseudomonas_syringae#Q888W0#,,0.000000080547891,false
Xanthomonas_campestris#ZP_06486078#,,0.000000002564631,false
Pseudomonas_syringae#Q87V79#,,0.000000001032860,false
Citrobacter_rodentium#YP_003366484#,,0.000000000173719,false
Salmonella_enterica#1G4W_R#,,0.000000000084371,false
Burkholderia_mallei#A3MCH8#,,0.000000000001449,false
Burkholderia_pseudomallei#2IXR_A#,,0.000000000000616,false
Pseudomonas_syringae#ZP_06481941#,,0.000000000000000,false
Edwardsiella_tarda#BAE19885#,,0.000000000000000,false
Burkholderia_pseudomallei#3EIT_A#,,-2.000000000000000,false
Shigella_flexneri#3CKD_A#,,-2.000000000000000,false
Shigella_flexneri#3CVR_A#,,-2.000000000000000,false
Yersinia_pestis#1HY5_A#,,-2.000000000000000,false
