,heatmap_fungi,heatmap_fungi_smooth
0,0.02447161187791185,0.3770384252610077
1,0.6127239495008837,0.3902732292445467
2,0.767453235063222,0.40367336828812556
3,0.6933447751433011,0.4172161168391948
4,0.5559574039387273,0.43087832813155247
5,0.7308434657833042,0.4446365121652801
6,0.7366884235857742,0.45846691488165453
7,0.5968567461445035,0.4723455981995097
8,0.48476053399342345,0.4862485205761084
9,0.4925187700298066,0.5001516177537133
10,0.5841722531676324,0.5140308833527606
11,0.4229743430820141,0.5278624489738064
12,0.4938749337178494,0.5416226634732682
13,0.4708805346446726,0.5552881710823774
14,0.7130676389029351,0.5688359880446539
15,0.38893267700800666,0.5822435774546539
16,0.47296509562990613,0.5954889219895849
17,0.42442714003464566,0.6085505942356887
18,0.5154994178383341,0.6214078243229224
19,0.5894980087670283,0.634040564594429
20,0.5847368409154013,0.6464295510514755
21,0.6456182743550264,0.6585563613299055
22,0.7266042431988363,0.6704034689805981
23,0.7842976864140815,0.6819542938439092
24,0.7206662282454529,0.6931932483264581
25,0.7821200026126292,0.7041057794078627
26,0.6672101225728799,0.7146784062249995
27,0.9449716222244879,0.7248987531019984
28,0.7690918915510061,0.73475557791533
29,0.9208085515821878,0.744238795704976
30,0.8664272159979775,0.7533394974645945
31,0.8113533544711243,0.7620499640657861
32,0.7790284657696651,0.7703636752938476
33,0.755435337177462,0.7782753139947199
34,0.9008291294174232,0.785780765355049
35,0.9433276804097107,0.7928771113592988
36,0.8843487011543238,0.7995626204895608
37,0.8189747684518858,0.8058367327550119
38,0.8622729126037202,0.8117000401587551
39,0.7938732444500997,0.8171542627299622
40,0.8955871047039917,0.822202220268704
41,0.8627746261837853,0.8268477999695406
42,0.83071484519853,0.8310959201077175
43,0.801792446130623,0.834952489988658
44,0.7822833751471168,0.8384243663771994
45,0.8693958732487822,0.8415193066376919
46,0.7496013140630414,0.844245918829552
47,0.8168467019349845,0.8466136090150854
48,0.7533402675585095,0.8486325260473306
49,0.6976796494611778,0.8503135041152551
50,0.7143974168270475,0.8516680033318299
51,0.7950183472251632,0.852708048657286
52,0.9119302143123619,0.8534461674551772
53,0.9075076823356325,0.8538953259827387
54,0.8229672033759696,0.8540688651194077
55,0.9128674644924961,0.8539804356382787
56,0.8831022013449182,0.8536439333246687
57,0.799107995371795,0.8530734342439342
58,0.6590852817640681,0.8522831304571733
59,0.965282060820121,0.8512872664785064
60,0.8455803621280269,0.8501000767613224
61,0.8161351160302156,0.848735724493185
62,0.6732113407742636,0.847208241970111
63,0.8325830179111497,0.8455314728106718
64,0.6313693415952925,0.8437190162589354
65,0.8465904652936563,0.8417841738126636
66,0.8279194466410256,0.8397398983995348
67,0.8691523499912389,0.8375987463095
68,0.9927339793811427,0.8353728320758347
69,0.7684861339981025,0.8330737864810299
70,0.7939898289851102,0.8307127178465382
71,0.6748443158894736,0.8283001767475863
72,1.0,0.8258461242759113
73,0.6786662131393265,0.8233599039544419
74,0.8240457954006216,0.8208502173887594
75,0.8884778471224117,0.8183251037207032
76,0.7531720323612188,0.8157919229298457
77,0.7989017145201777,0.8132573430088548
78,0.7686266142080659,0.8107273310190859
79,0.8042455018350422,0.8082071480131865
80,0.7393410464624222,0.8057013477921741
81,0.9001892394443689,0.8032137794454487
82,0.9628301152245969,0.8007475936036053
83,0.718883034398252,0.7983052523158402
84,0.9019135211017775,0.7958885424462574
85,0.7556689229652725,0.7934985924665875
86,0.8292241489902821,0.7911358925067828
87,0.7199149928259269,0.7888003175097622
88,0.812123516588584,0.7864911533222919
89,0.7959090428339102,0.784207125540668
90,0.7999312996603134,0.7819464309176133
91,0.8551709911036072,0.7797067711256125
92,0.7188668990784535,0.7774853886618903
93,0.9316833397530696,0.7752791046713935
94,0.7095314176889331,0.7730843584565293
95,0.7195400602085267,0.7708972484360532
96,0.8785663640419378,0.7687135743104283
97,0.8683460436693816,0.7665288801872063
98,0.8313420794247538,0.7643384984175157
99,0.7570599094677024,0.762137593893582
100,0.648835067294863,0.7599212085573921
101,0.797929716400054,0.7576843058720347
102,0.8032872281533988,0.7554218150100396
